1,-0.91944,0.16222,-0.0038049,0.366,0.88107,-0.85138,0.041216,0.64948,0.55904,0.079527,-0.049004
1,0.057015,0.37729,-0.52651,0.1486,0.91163,-0.40697,0.55233,0.80759,0.55904,-0.22754,-0.0077007
1,0.3775,0.45495,-0.11046,0.54447,0.50963,-0.27189,0.16647,0.62552,-0.78169,-0.42667,-0.55458
1,0.3775,0.27552,0.103,0.76376,0.13146,0.33425,0.62933,-0.6038,0.55904,-0.65202,-0.38312
1,0.40455,0.58808,-0.34398,0.366,0.53187,-0.48507,0.27776,0.77864,0.87324,-0.59265,-0.16982
1,-0.042196,-0.07434,0.42531,-0.12959,0.2254,-0.83974,0.16647,0.52033,0.098313,-0.31201,-0.42626
1,0.54151,-0.14886,-0.026066,-0.12959,0.69397,-0.3702,0.16647,0.28163,0.55904,0.35347,-0.36083
1,0.63052,0.19657,-0.45744,-0.51633,0.43977,-0.21885,0.16647,0.46829,0.098313,-0.3517,-0.71862
1,-0.0013233,-0.63165,-0.56577,0.26319,0.55363,-0.77317,0.3779,-0.4014,0.55904,0.021347,-0.15253
1,-1.7217,0.1489,-0.62796,0.26319,-0.26646,-0.77317,0.46891,0.7688,0.87324,-0.42667,0.53676
1,0.2766,0.16599,0.22259,0.26319,0.19505,-0.99154,-0.102,0.83341,0.55904,-0.46214,0.6957
1,-0.12932,0.11878,0.19475,0.62303,0.28345,-0.76689,0.041216,0.20645,0.098313,0.079527,-0.43167
1,1.0642,0.18371,-0.71454,0.82733,0.73069,-0.7349,0.62933,0.58773,0.87324,-0.4964,-0.86458
1,0.3775,0.015999,0.1413,0.62303,0.83342,-0.84557,-0.26921,0.26131,0.87324,1.3485,-0.32677
1,0.48157,0.29722,-0.59734,0.76376,0.57492,-0.18563,0.62933,0.65504,0.098313,-0.27067,-0.52333
1,0.018503,0.47587,-0.39092,0.26319,0.43977,-0.94521,0.55233,0.2021,0.55904,-0.3517,0.33175
1,0.65159,0.098849,-0.49257,0.366,0.098084,-0.70854,0.27776,1.0437,0.55904,-0.83582,-0.6178
1,0.69243,-0.38806,-0.16939,0.26319,0.36466,-0.79177,0.55233,0.38477,0.55904,-0.62278,-0.2133
1,-1.0825,0.13832,-0.18829,0.1486,0.76612,-0.70854,0.16647,0.81115,0.098313,-0.85952,-0.54284
1,1.0433,0.52504,0.70241,0.26319,0.39033,-0.58053,0.041216,0.67016,0.55904,-0.085748,-0.022261
1,0.40455,-0.10348,-0.27776,0.76376,0.19505,-0.27189,0.62933,0.42217,0.55904,0.27763,-0.72087
1,0.83227,0.15938,-0.60354,0.1486,0.43977,-0.63228,0.16647,0.3956,0.55904,-0.52952,-0.34917
1,0.037944,-0.64215,-0.35987,0.26319,0.4636,-0.92928,0.3779,0.71026,0.55904,-0.46214,0.34732
1,0.4178,-0.023022,-0.68651,0.82733,0.83342,-0.53394,0.16647,0.098929,0.55904,-0.22754,-0.40984
